"Series Code","Indicator Name",,,,"Source"
"DT.DFR.DPPG.CD","Debt forgiveness or reduction (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.BLAT.CD","PPG, bilateral (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.BLTC.CD","PPG, bilateral concessional (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.DIMF.CD","IMF purchases (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.DLTF.CD","Disbursements on external debt, long-term + IMF (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.DLXF.CD","Disbursements on external debt, long-term (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.DPNG.CD","Disbursements on external debt, private nonguaranteed (PNG) (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.DPPG.CD","Disbursements on external debt, public and publicly guaranteed (PPG) (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.IDAG.CD","IDA grants (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.MIBR.CD","PPG, IBRD (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.MIDA.CD","PPG, IDA (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.MLAT.CD","PPG, multilateral (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.MLTC.CD","PPG, multilateral concessional (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.OFFT.CD","PPG, official creditors (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PBND.CD","PPG, bonds (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PCBK.CD","PPG, commercial banks (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PNGB.CD","PNG, bonds (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PNGC.CD","PNG, commercial banks and other creditors (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PROP.CD","PPG, other private creditors (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DIS.PRVT.CD","PPG, private creditors (DIS, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.ALLC.CD","External debt stocks, concessional (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.ALLC.ZS","Concessional debt (% of total external debt)",,,,"World Bank, International Debt Statistics."
"DT.DOD.BLAT.CD","PPG, bilateral (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.BLTC.CD","PPG, bilateral concessional (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DECT.CD","External debt stocks, total (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DECT.CD.CG","Total change in external debt stocks (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DECT.EX.ZS","External debt stocks (% of exports of goods, services and primary income)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DECT.GN.ZS","External debt stocks (% of GNI)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DIMF.CD","Use of IMF credit (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DLXF.CD","External debt stocks, long-term (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DPNG.CD","External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DPPG.CD","External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DSTC.CD","External debt stocks, short-term (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DSTC.IR.ZS","Short-term debt (% of total reserves)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DSTC.XP.ZS","Short-term debt (% of exports of goods, services and primary income)",,,,"World Bank, International Debt Statistics."
"DT.DOD.DSTC.ZS","Short-term debt (% of total external debt)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MDRI.CD","Debt forgiveness grants (current US$)",,,,"Development Assistance Committee of the Organisation for Economic Co-operation and Development."
"DT.DOD.MIBR.CD","PPG, IBRD (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MIDA.CD","PPG, IDA (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MLAT.CD","PPG, multilateral (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MLAT.ZS","Multilateral debt (% of total external debt)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MLTC.CD","PPG, multilateral concessional (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.MWBG.CD","IBRD loans and IDA credits (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.OFFT.CD","PPG, official creditors (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PBND.CD","PPG, bonds (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PCBK.CD","PPG, commercial banks (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PNGB.CD","PNG, bonds (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PNGC.CD","PNG, commercial banks and other creditors (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PROP.CD","PPG, other private creditors (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PRVS.CD","External debt stocks, long-term private sector (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PRVT.CD","PPG, private creditors (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PUBS.CD","External debt stocks, long-term public sector (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PVLX.CD","Present value of external debt (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.PVLX.EX.ZS","Present value of external debt (% of exports of goods, services and income)",,,,"World Bank, Global Development Finance."
"DT.DOD.PVLX.GN.ZS","Present value of external debt (% of GNI)",,,,"World Bank, Global Development Finance."
"DT.DOD.RSDL.CD","Residual, debt stock-flow reconciliation (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DOD.VTOT.CD","External debt stocks, variable rate (DOD, current US$)",,,,"World Bank, International Debt Statistics."
"DT.DSB.DPPG.CD","Debt buyback (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DSF.DPPG.CD","Debt stock reduction (current US$)",,,,"World Bank, International Debt Statistics."
"DT.DXR.DPPG.CD","Debt stock rescheduled (current US$)",,,,"World Bank, International Debt Statistics."
"DT.GPA.DPPG","Average grace period on new external debt commitments (years)",,,,"World Bank, International Debt Statistics."
"DT.GPA.OFFT","Average grace period on new external debt commitments, official (years)",,,,"World Bank, International Debt Statistics."
"DT.GPA.PRVT","Average grace period on new external debt commitments, private (years)",,,,"World Bank, International Debt Statistics."
"DT.GRE.DPPG","Average grant element on new external debt commitments (%)",,,,"World Bank, International Debt Statistics."
"DT.GRE.OFFT","Average grant element on new external debt commitments, official (%)",,,,"World Bank, International Debt Statistics."
"DT.GRE.PRVT","Average grant element on new external debt commitments, private (%)",,,,"World Bank, International Debt Statistics."
"DT.INR.DPPG","Average interest on new external debt commitments (%)",,,,"World Bank, International Debt Statistics."
"DT.INR.OFFT","Average interest on new external debt commitments, official (%)",,,,"World Bank, International Debt Statistics."
"DT.INR.PRVT","Average interest on new external debt commitments, private (%)",,,,"World Bank, International Debt Statistics."
"DT.INT.BLAT.CD","PPG, bilateral (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.BLTC.CD","PPG, bilateral concessional (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DECT.CD","Interest payments on external debt, total (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DECT.EX.ZS","Interest payments on external debt (% of exports of goods, services and primary income)",,,,"World Bank, International Debt Statistics."
"DT.INT.DECT.GN.ZS","Interest payments on external debt (% of GNI)",,,,"World Bank, International Debt Statistics."
"DT.INT.DIMF.CD","IMF charges (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DLXF.CD","Interest payments on external debt, long-term (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DPNG.CD","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DPPG.CD","Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.DSTC.CD","Interest payments on external debt, short-term (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.MIBR.CD","PPG, IBRD (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.MIDA.CD","PPG, IDA (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.MLAT.CD","PPG, multilateral (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.MLTC.CD","PPG, multilateral concessional (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.OFFT.CD","PPG, official creditors (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PBND.CD","PPG, bonds (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PCBK.CD","PPG, commercial banks (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PNGB.CD","PNG, bonds (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PNGC.CD","PNG, commercial banks and other creditors (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PROP.CD","PPG, other private creditors (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.INT.PRVT.CD","PPG, private creditors (INT, current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXA.DPPG.CD","Interest arrears, public and publicly guaranteed (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXA.DPPG.CD.CG","Net change in interest arrears (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXA.OFFT.CD","Interest arrears, official creditors (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXA.PRVT.CD","Interest arrears, private creditors (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXF.DPPG.CD","Interest forgiven (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXR.DPPG.CD","Interest rescheduled (capitalized) (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXR.OFFT.CD","Interest rescheduled, official (current US$)",,,,"World Bank, International Debt Statistics."
"DT.IXR.PRVT.CD","Interest rescheduled, private (current US$)",,,,"World Bank, International Debt Statistics."
"DT.MAT.DPPG","Average maturity on new external debt commitments (years)",,,,"World Bank, International Debt Statistics."
"DT.MAT.OFFT","Average maturity on new external debt commitments, official (years)",,,,"World Bank, International Debt Statistics."
"DT.MAT.PRVT","Average maturity on new external debt commitments, private (years)",,,,"World Bank, International Debt Statistics."
